p3_桃儲_last,p3_停泵日期_last,p3_取樣時間_last,p3_檢驗完成時間_last,p3_靜置H_last,p3_導電度_last,p3_溫度℃_last,p3_密度ｋｇ／ｍ３_last,p4_起泵時間_last,p4_停泵時間_last,p4_start_vol_last,p4_end_vol_last,p4_油溫℃_last,p4_管線壓力Kg/cm2_last,p4_管線溫度℃_last,p4_即時流速(KL/HR)_last,p4_input_管線壓力Kg/cm2_last,p4_input_管線溫度℃_last,p4_EC_end_last,p4_EC_mean_last,p4_EC_median_last,p4_EC_max_last,p4_EC_min_last,p2_起泵時間,p2_停泵時間,p2_油量增加比例,p2_start_vol,p2_end_vol,p2_壓力Kg/cm2,p2_管線溫度℃,p2_即時流速(KL/HR),p2_EC_mean,p2_EC_median,p2_EC_max,p2_EC_min,p3_停泵日期,p3_取樣時間,p3_檢驗完成時間,p3_靜置H,p3_導電度,p3_溫度℃,p3_密度ｋｇ／ｍ３,p4_起泵時間,p4_停泵時間,p4_start_vol,p4_end_vol,p4_油溫℃,p4_管線壓力Kg/cm2,p4_管線溫度℃,p4_即時流速(KL/HR),p4_input_管線壓力Kg/cm2,p4_input_管線溫度℃,p4_EC_end,p4_EC_mean,p4_EC_median,p4_EC_max,p4_EC_min
T-A404,2020-12-13 00:00:00,2020-12-20 03:00:00,2020-12-20 04:00:00,67.0,338.0,20.4,790.5,2020-12-21 18:30:01,2020-12-22 12:46:00,6607.442,2493.915,19.413333333333338,8.958533333333332,23.125,269.3,3.426,23.195000000000007,307.0,301.2,304.1,307.0,301.2,2020-12-22 17:56:00,2020-12-23 02:17:00,1.049486136623341,1705.609,1790.013,2.943454545454545,25.295454545454547,208.4454545454545,349.3,349.3,354.0,349.3,2020-12-26 00:00:00,2020-12-28 02:00:00,2020-12-28 03:00:00,27.0,260.0,21.6,790.4,2021-01-09 14:00:18,2021-01-10 10:14:00,6587.8,1274.562,15.9,8.742523809523808,18.509523809523813,257.5542857142857,3.612857142857143,21.028571428571425,303.0,259.8,266.4,303.0,230.0
T-A404,2020-12-13 00:00:00,2020-12-20 03:00:00,2020-12-20 04:00:00,67.0,338.0,20.4,790.5,2020-12-21 18:30:01,2020-12-22 12:46:00,6607.442,2493.915,19.413333333333338,8.958533333333332,23.125,269.3,3.426,23.195000000000007,307.0,301.2,304.1,307.0,301.2,2020-12-25 21:29:00,2020-12-26 04:12:00,1.3506904106750153,4883.253,6595.763,1.8086666666666664,24.92777777777778,260.4663333333333,345.5,343.8,345.5,343.8,2020-12-26 00:00:00,2020-12-28 02:00:00,2020-12-28 03:00:00,27.0,260.0,21.6,790.4,2021-01-09 14:00:18,2021-01-10 10:14:00,6587.8,1274.562,15.9,8.742523809523808,18.509523809523813,257.5542857142857,3.612857142857143,21.028571428571425,303.0,259.8,266.4,303.0,230.0
T-A401,2020-12-04 00:00:00,2020-12-08 04:15:00,2020-12-08 05:00:00,79.0,295.0,21.8,789.6,2020-12-22 18:19:02,2020-12-23 13:42:00,6600.797,4508.12,20.63333333333333,8.77525,24.38958333333333,265.7416666666667,3.37,23.08125,301.0,312.3,310.2,315.0,301.0,2020-12-26 04:14:00,2020-12-26 22:58:00,3.857818920143547,1683.909,6496.216,1.6233499999999998,25.160000000000004,260.07735,352.5,351.2,360.0,350.0,2020-12-26 00:00:00,2020-12-29 03:00:00,2020-12-29 04:00:00,52.0,270.0,22.6,789.8499999999999,2021-01-01 16:04:45,2021-01-02 09:58:00,6436.759,3027.002,18.77058823529412,9.270823529411764,22.322058823529414,265.35705882352937,3.925882352941176,22.694117647058818,230.0,243.5,236.8,251.0,230.0
T-A402,2020-12-20 00:00:00,2020-12-23 04:30:00,2020-12-23 05:30:00,65.0,281.0,21.0,790.0625,2020-12-25 19:55:11,2020-12-26 14:34:00,6569.72,2297.491,20.9,8.493350000000001,23.7925,256.6485,3.396,22.45124999999999,350.0,312.5,311.2,350.0,310.0,2020-12-29 10:17:00,2020-12-30 04:30:00,3.590977884799776,1741.698,6254.399,2.529,24.58625,225.03840000000005,330.3,352.5,355.0,330.3,2020-12-30 00:00:00,2020-12-31 02:00:00,2020-12-31 03:00:00,24.0,250.0,21.9,790.0625,2021-01-02 16:25:24,2021-01-03 09:49:00,6229.98,3926.65,19.094117647058823,9.260647058823531,22.270588235294124,265.48411764705884,3.912352941176471,22.464705882352945,244.0,244.5,244.0,244.5,244.0
T-A403,2020-12-22 00:00:00,2020-12-26 02:40:00,2020-12-26 03:40:00,80.0,260.0,21.2,790.1500000000001,2020-12-27 12:26:00,2020-12-28 06:57:00,6547.061,1600.935,21.14444444444445,8.926055555555557,24.74861111111112,268.2099999999999,3.4850000000000008,22.95,280.0,282.0,282.5,284.0,280.0,2020-12-30 04:49:00,2020-12-30 16:51:00,2.976957825172111,1566.432,4663.202,2.464,24.3425,233.2015,340.7,345.0,347.0,340.7,2021-01-11 00:00:00,2021-01-12 06:05:00,2021-01-12 07:00:00,30.0,300.0,18.3,790.1500000000001,2021-01-13 18:07:32,2021-01-14 12:46:00,6634.645,1810.076,17.422222222222228,9.167611111111109,21.15416666666667,263.605,3.842222222222221,21.0125,268.0,266.8,267.4,268.0,266.8
T-A403,2020-12-22 00:00:00,2020-12-26 02:40:00,2020-12-26 03:40:00,80.0,260.0,21.2,790.1500000000001,2020-12-27 12:26:00,2020-12-28 06:57:00,6547.061,1600.935,21.14444444444445,8.926055555555557,24.74861111111112,268.2099999999999,3.4850000000000008,22.95,280.0,282.0,282.5,284.0,280.0,2020-12-30 16:58:00,2020-12-31 00:29:00,1.4115382820336813,4692.397,6623.498,1.884,24.56,259.4365,361.7,360.0,361.7,360.0,2021-01-11 00:00:00,2021-01-12 06:05:00,2021-01-12 07:00:00,30.0,300.0,18.3,790.1500000000001,2021-01-13 18:07:32,2021-01-14 12:46:00,6634.645,1810.076,17.422222222222228,9.167611111111109,21.15416666666667,263.605,3.842222222222221,21.0125,268.0,266.8,267.4,268.0,266.8
T-A404,2020-12-13 00:00:00,2020-12-20 03:00:00,2020-12-20 04:00:00,67.0,338.0,20.4,790.5,2020-12-21 18:30:01,2020-12-22 12:46:00,6607.442,2493.915,19.413333333333338,8.958533333333332,23.125,269.3,3.426,23.195000000000007,307.0,301.2,304.1,307.0,301.2,2021-01-01 21:15:00,2021-01-02 16:34:00,3.8130695729248014,1746.484,6659.465,1.9723333333333333,24.00357142857143,237.51161904761904,360.3,360.2,370.0,352.0,2021-01-02 00:00:00,2021-01-04 05:00:00,2021-01-04 06:00:00,36.0,273.0,20.8,790.3,2021-01-09 14:00:18,2021-01-10 10:14:00,6587.8,1274.562,15.9,8.742523809523808,18.509523809523813,257.5542857142857,3.612857142857143,21.028571428571425,303.0,259.8,266.4,303.0,230.0
T-A401,2020-12-26 00:00:00,2020-12-29 03:00:00,2020-12-29 04:00:00,52.0,270.0,22.6,789.8499999999999,2021-01-01 16:04:45,2021-01-02 09:58:00,6436.759,3027.002,18.77058823529412,9.270823529411764,22.322058823529414,265.35705882352937,3.925882352941176,22.694117647058818,230.0,243.5,236.8,251.0,230.0,2021-01-03 02:34:00,2021-01-03 21:32:00,3.7393743830301065,1710.983,6398.006,2.408047619047619,24.06904761904762,226.01142857142852,354.8,354.8,358.0,345.0,2021-01-03 00:00:00,2021-01-06 05:20:00,2021-01-06 07:00:00,50.0,230.0,20.5,789.8499999999999,2021-01-11 05:29:59,2021-01-11 16:46:00,3899.747,1348.932,15.30833333333333,8.89725,18.86458333333333,255.765,3.8308333333333326,21.1875,220.5,222.0,220.5,222.0,220.5
T-A402,2020-12-30 00:00:00,2020-12-31 02:00:00,2020-12-31 03:00:00,24.0,250.0,21.9,790.0625,2021-01-02 16:25:24,2021-01-03 09:49:00,6229.98,3926.65,19.094117647058823,9.260647058823531,22.270588235294124,265.48411764705884,3.912352941176471,22.464705882352945,244.0,244.5,244.0,244.5,244.0,2021-01-04 23:08:00,2021-01-05 19:29:00,3.770407437503924,1736.389,6546.894,1.642130434782609,23.885869565217387,228.9360434782609,356.8,359.0,363.0,342.0,2021-01-05 00:00:00,2021-01-08 06:40:00,2021-01-09 06:00:00,56.0,265.0,15.6,790.0625,2021-01-11 20:00:24,2021-01-12 13:45:00,6516.105,1874.409,18.487499999999997,9.314375,18.6421875,264.9825,3.915,21.046875,241.0,247.7,248.4,260.0,241.0
T-A403,2020-12-22 00:00:00,2020-12-26 02:40:00,2020-12-26 03:40:00,80.0,260.0,21.2,790.1500000000001,2021-01-04 21:16:35,2021-01-05 16:30:00,6551.838,1577.579,18.76,8.7633,22.3175,260.514,3.5464999999999995,22.016249999999992,282.0,274.2,282.0,282.0,274.2,2021-01-09 21:12:00,2021-01-10 19:03:00,4.240190786228416,1569.086,6653.224,1.9127777777777777,22.26805555555556,214.9361111111111,358.3,358.3,375.0,350.0,2021-01-11 00:00:00,2021-01-12 06:05:00,2021-01-12 07:00:00,30.0,300.0,18.3,790.1500000000001,2021-01-13 18:07:32,2021-01-14 12:46:00,6634.645,1810.076,17.422222222222228,9.167611111111109,21.15416666666667,263.605,3.842222222222221,21.0125,268.0,266.8,267.4,268.0,266.8
T-A404,2021-01-02 00:00:00,2021-01-04 05:00:00,2021-01-04 06:00:00,36.0,273.0,20.8,790.3,2021-01-09 14:00:18,2021-01-10 10:14:00,6587.8,1274.562,15.9,8.742523809523808,18.509523809523813,257.5542857142857,3.612857142857143,21.028571428571425,303.0,259.8,266.4,303.0,230.0,2021-01-11 05:29:00,2021-01-12 00:13:00,3.207701415039131,2067.646,6632.391,1.9258095238095236,23.5,246.83742857142852,339.0,349.0,360.0,253.0,2021-01-12 00:00:00,2021-01-14 02:40:00,2021-01-14 03:40:00,50.0,282.0,18.3,790.3,2021-01-15 16:26:30,2021-01-16 11:07:00,6578.245,1694.992,17.92105263157895,9.22978947368421,21.848684210526315,265.82684210526315,3.7994736842105263,20.960526315789476,307.0,310.2,309.0,324.0,307.0
T-A401,2021-01-03 00:00:00,2021-01-06 05:20:00,2021-01-06 07:00:00,50.0,230.0,20.5,789.8499999999999,2021-01-11 05:29:59,2021-01-11 16:46:00,3899.747,1348.932,15.30833333333333,8.89725,18.86458333333333,255.765,3.8308333333333326,21.1875,220.5,222.0,220.5,222.0,220.5,2021-01-12 00:14:00,2021-01-12 16:25:00,3.865527263675764,1365.92,5280.001,2.1199285714285714,23.68214285714286,229.4366428571428,363.8,362.4,363.8,361.0,2021-01-13 00:00:00,2021-01-16 04:30:00,2021-01-16 05:30:00,44.0,301.0,19.2,789.8499999999999,2021-01-17 16:08:35,2021-01-18 11:08:00,6620.97,1761.416,18.453333333333333,9.269466666666665,21.615,265.416,3.845333333333333,20.435,266.0,278.5,272.2,285.0,265.0
T-A401,2021-01-03 00:00:00,2021-01-06 05:20:00,2021-01-06 07:00:00,50.0,230.0,20.5,789.8499999999999,2021-01-11 05:29:59,2021-01-11 16:46:00,3899.747,1348.932,15.30833333333333,8.89725,18.86458333333333,255.765,3.8308333333333326,21.1875,220.5,222.0,220.5,222.0,220.5,2021-01-13 02:11:00,2021-01-13 07:43:00,1.257318167124157,5277.346,6635.303,3.067727272727273,20.197222222222223,191.35652597402594,353.5,352.8,353.5,352.8,2021-01-13 00:00:00,2021-01-16 04:30:00,2021-01-16 05:30:00,44.0,301.0,19.2,789.8499999999999,2021-01-17 16:08:35,2021-01-18 11:08:00,6620.97,1761.416,18.453333333333333,9.269466666666665,21.615,265.416,3.845333333333333,20.435,266.0,278.5,272.2,285.0,265.0
T-A402,2021-01-05 00:00:00,2021-01-08 06:40:00,2021-01-09 06:00:00,56.0,265.0,15.6,790.0625,2021-01-11 20:00:24,2021-01-12 13:45:00,6516.105,1874.409,18.487499999999997,9.314375,18.6421875,264.9825,3.915,21.046875,241.0,247.7,248.4,260.0,241.0,2021-01-13 22:44:00,2021-01-14 12:52:00,2.848137580668493,1852.644,5276.585,1.6581249999999998,23.1671875,232.1240625,366.2,372.0,372.0,355.0,2021-01-16 00:00:00,2021-01-18 02:30:00,2021-01-18 03:30:00,33.0,270.0,18.9,790.0625,2021-01-25 16:43:00,2021-01-26 10:39:00,6561.758,1920.061,20.43684210526316,8.970631578947367,24.02894736842105,260.0384210526316,3.813684210526315,21.1342105263158,336.0,317.6,317.6,336.0,317.6
T-A402,2021-01-05 00:00:00,2021-01-08 06:40:00,2021-01-09 06:00:00,56.0,265.0,15.6,790.0625,2021-01-11 20:00:24,2021-01-12 13:45:00,6516.105,1874.409,18.487499999999997,9.314375,18.6421875,264.9825,3.915,21.046875,241.0,247.7,248.4,260.0,241.0,2021-01-16 11:40:00,2021-01-16 16:53:00,1.2407257989881832,5294.634,6569.189,1.9895714285714283,22.964285714285715,232.982,302.0,302.0,302.0,302.0,2021-01-16 00:00:00,2021-01-18 02:30:00,2021-01-18 03:30:00,33.0,270.0,18.9,790.0625,2021-01-25 16:43:00,2021-01-26 10:39:00,6561.758,1920.061,20.43684210526316,8.970631578947367,24.02894736842105,260.0384210526316,3.813684210526315,21.1342105263158,336.0,317.6,317.6,336.0,317.6
T-A403,2021-01-11 00:00:00,2021-01-12 06:05:00,2021-01-12 07:00:00,30.0,300.0,18.3,790.1500000000001,2021-01-13 18:07:32,2021-01-14 12:46:00,6634.645,1810.076,17.422222222222228,9.167611111111109,21.15416666666667,263.605,3.842222222222221,21.0125,268.0,266.8,267.4,268.0,266.8,2021-01-16 16:53:00,2021-01-17 12:29:00,3.663256264748075,1815.915,6652.162,2.1803636363636367,23.206818181818186,239.1658181818182,346.1,346.1,350.0,340.0,2021-01-17 00:00:00,2021-01-19 02:00:00,2021-01-19 03:00:00,38.0,280.0,19.5,790.1500000000001,2021-01-26 18:21:01,2021-01-27 12:46:00,6611.82,1973.036,20.355555555555554,9.136388888888888,24.02361111111111,265.04999999999995,3.815555555555555,21.29166666666667,338.0,331.0,330.5,338.0,330.0
T-A404,2021-01-12 00:00:00,2021-01-14 02:40:00,2021-01-14 03:40:00,50.0,282.0,18.3,790.3,2021-01-15 16:26:30,2021-01-16 11:07:00,6578.245,1694.992,17.92105263157895,9.22978947368421,21.848684210526315,265.82684210526315,3.7994736842105263,20.960526315789476,307.0,310.2,309.0,324.0,307.0,2021-01-17 20:55:00,2021-01-18 17:12:00,2.7158737325562967,1672.165,4541.389,2.0805,21.354166666666668,216.26458333333332,361.5,359.8,385.0,350.0,2021-01-19 00:00:00,2021-01-21 00:30:00,2021-01-21 03:00:00,43.0,320.0,18.3,790.3,2021-01-28 16:29:03,2021-01-29 11:31:00,6601.071,1658.363,19.420000000000005,9.0377,22.957500000000003,261.576,3.8215,21.04875,280.0,283.3,280.0,283.3,280.0
T-A402,2021-01-21 00:00:00,2021-01-24 04:00:00,2021-01-24 05:30:00,54.0,280.0,20.2,788.8,2021-01-25 16:43:00,2021-01-26 10:39:00,6561.758,1920.061,20.43684210526316,8.970631578947367,24.02894736842105,260.0384210526316,3.813684210526315,21.1342105263158,336.0,317.6,317.6,336.0,317.6,2021-01-26 19:01:00,2021-01-27 13:54:00,3.424628195026304,1922.715,6584.584,2.087714285714286,22.65,240.27923809523813,356.7,357.4,368.0,354.0,2021-01-27 00:00:00,2021-01-29 04:10:00,2021-01-29 05:00:00,37.0,289.0,19.3,789.9,2021-01-30 14:45:03,2021-01-31 07:53:00,6547.425,2171.681,19.6,8.820117647058822,23.66029411764705,258.22588235294114,3.702941176470589,21.260294117647064,298.0,287.8,292.0,298.0,287.8
T-A403,2021-01-24 00:00:00,2021-01-25 01:20:00,2021-01-25 02:00:00,25.0,280.0,21.2,789.7,2021-01-26 18:21:01,2021-01-27 12:46:00,6611.82,1973.036,20.355555555555554,9.136388888888888,24.02361111111111,265.04999999999995,3.815555555555555,21.29166666666667,338.0,331.0,330.5,338.0,330.0,2021-01-27 19:54:00,2021-01-28 14:36:00,3.1908795728477197,2071.767,6610.759,2.040666666666666,22.7797619047619,228.5385238095238,362.0,361.0,362.0,348.0,2021-01-28 00:00:00,2021-01-30 04:20:00,2021-01-30 05:30:00,36.0,280.0,20.2,790.1,2021-02-01 16:21:02,2021-02-02 11:14:00,6534.321,1803.175,19.62105263157894,8.485789473684212,23.37894736842105,254.0321052631579,3.520526315789473,21.28026315789474,305.0,288.5,297.5,305.0,288.5
T-A404,2021-01-25 00:00:00,2021-01-27 04:30:00,2021-01-27 05:30:00,32.0,320.0,20.3,790.3,2021-01-28 16:29:03,2021-01-29 11:31:00,6601.071,1658.363,19.420000000000005,9.0377,22.957500000000003,261.576,3.8215,21.04875,280.0,283.3,280.0,283.3,280.0,2021-01-29 20:20:00,2021-01-30 15:55:00,3.932856490808072,1636.599,6436.509,1.8318571428571435,22.64166666666667,243.1071428571428,360.5,360.2,364.0,356.0,2021-01-30 00:00:00,2021-02-01 04:50:00,2021-02-01 05:50:00,37.0,285.0,20.6,790.3,2021-02-03 19:37:20,2021-02-04 15:16:00,6437.571,1427.976,19.710526315789476,8.699052631578947,23.644736842105267,260.7442105263157,3.5163157894736843,21.319736842105264,294.0,292.7,294.0,294.0,292.7
T-A402,2021-01-27 00:00:00,2021-01-29 04:10:00,2021-01-29 05:00:00,37.0,289.0,19.3,789.9,2021-01-30 14:45:03,2021-01-31 07:53:00,6547.425,2171.681,19.6,8.820117647058822,23.66029411764705,258.22588235294114,3.702941176470589,21.260294117647064,298.0,287.8,292.0,298.0,287.8,2021-01-31 10:32:00,2021-02-01 03:58:00,3.005142149435069,2167.965,6515.043,2.4101999999999992,22.316250000000004,226.7846,354.6,354.0,370.0,349.0,2021-02-01 00:00:00,2021-02-04 04:50:00,2021-02-04 05:50:00,72.0,280.0,20.0,790.0625,2021-02-04 16:43:26,2021-02-05 12:11:00,6520.352,1592.531,20.244444444444444,8.8065,23.986111111111114,261.56,3.615,21.266666666666666,290.0,285.7,290.0,296.0,285.7
T-A401,2021-01-13 00:00:00,2021-01-16 04:30:00,2021-01-16 05:30:00,44.0,301.0,19.2,789.8499999999999,2021-01-17 16:08:35,2021-01-18 11:08:00,6620.97,1761.416,18.453333333333333,9.269466666666665,21.615,265.416,3.845333333333333,20.435,266.0,278.5,272.2,285.0,265.0,2021-02-02 11:03:00,2021-02-03 01:44:00,3.0852415602934613,1669.045,5149.407,3.067727272727273,21.80972222222222,196.6256111111111,359.4,370.0,373.5,359.4,2021-02-04 00:00:00,2021-02-05 05:00:00,2021-02-05 06:00:00,27.0,287.0,20.5,789.8499999999999,2021-02-05 19:52:44,2021-02-06 15:40:00,6427.204,1452.982,20.457894736842107,8.548947368421054,24.288157894736845,256.0215789473684,3.557368421052632,21.34342105263158,320.0,317.7,318.8,351.0,317.7
T-A401,2021-01-13 00:00:00,2021-01-16 04:30:00,2021-01-16 05:30:00,44.0,301.0,19.2,789.8499999999999,2021-01-17 16:08:35,2021-01-18 11:08:00,6620.97,1761.416,18.453333333333333,9.269466666666665,21.615,265.416,3.845333333333333,20.435,266.0,278.5,272.2,285.0,265.0,2021-02-03 22:21:00,2021-02-04 02:40:00,1.1870489636604686,5369.717,6374.117,3.067727272727273,22.370833333333334,192.99566666666664,369.8,367.9,369.8,367.9,2021-02-04 00:00:00,2021-02-05 05:00:00,2021-02-05 06:00:00,27.0,287.0,20.5,789.8499999999999,2021-02-05 19:52:44,2021-02-06 15:40:00,6427.204,1452.982,20.457894736842107,8.548947368421054,24.288157894736845,256.0215789473684,3.557368421052632,21.34342105263158,320.0,317.7,318.8,351.0,317.7
T-A403,2021-01-28 00:00:00,2021-01-30 04:20:00,2021-01-30 05:30:00,36.0,280.0,20.2,790.1,2021-02-01 16:21:02,2021-02-02 11:14:00,6534.321,1803.175,19.62105263157894,8.485789473684212,23.37894736842105,254.0321052631579,3.520526315789473,21.28026315789474,305.0,288.5,297.5,305.0,288.5,2021-02-04 09:14:00,2021-02-05 04:25:00,3.668548698267698,1785.659,6550.777,1.8394761904761905,22.860714285714288,245.8230952380952,368.3,375.0,375.0,368.3,2021-02-05 00:00:00,2021-02-06 03:00:00,2021-02-06 04:00:00,24.0,250.0,21.3,790.1500000000001,2021-02-07 18:58:25,2021-02-08 15:12:00,6549.715,1594.035,20.805,8.59705,24.295,255.0735,3.6515,21.40875,294.0,279.7,294.0,294.0,279.7
T-A404,2021-01-30 00:00:00,2021-02-01 04:50:00,2021-02-01 05:50:00,37.0,285.0,20.6,790.3,2021-02-03 19:37:20,2021-02-04 15:16:00,6437.571,1427.976,19.710526315789476,8.699052631578947,23.644736842105267,260.7442105263157,3.5163157894736843,21.319736842105264,294.0,292.7,294.0,294.0,292.7,2021-02-05 04:26:00,2021-02-05 11:56:00,2.285345138109484,1438.062,3286.468,1.882111111111111,23.12777777777778,251.08033333333333,355.3,355.0,355.3,355.0,2021-02-06 00:00:00,2021-02-08 02:20:00,2021-02-08 03:20:00,42.0,272.0,21.1,789.1,2021-02-11 00:06:18,2021-02-11 13:02:00,4897.055,1587.23,20.069230769230767,8.85423076923077,23.80192307692308,257.6284615384615,3.8461538461538463,21.403846153846157,260.0,279.6,283.5,302.0,260.0
T-A404,2021-01-30 00:00:00,2021-02-01 04:50:00,2021-02-01 05:50:00,37.0,285.0,20.6,790.3,2021-02-03 19:37:20,2021-02-04 15:16:00,6437.571,1427.976,19.710526315789476,8.699052631578947,23.644736842105267,260.7442105263157,3.5163157894736843,21.319736842105264,294.0,292.7,294.0,294.0,292.7,2021-02-05 19:48:00,2021-02-06 09:19:00,1.0056298424068333,3300.27,3318.85,2.8448124999999997,22.740625,233.0884375,352.5,351.2,359.0,351.2,2021-02-06 00:00:00,2021-02-08 02:20:00,2021-02-08 03:20:00,42.0,272.0,21.1,789.1,2021-02-11 00:06:18,2021-02-11 13:02:00,4897.055,1587.23,20.069230769230767,8.85423076923077,23.80192307692308,257.6284615384615,3.8461538461538463,21.403846153846157,260.0,279.6,283.5,302.0,260.0
T-A402,2021-02-01 00:00:00,2021-02-04 04:50:00,2021-02-04 05:50:00,72.0,280.0,20.0,790.0625,2021-02-04 16:43:26,2021-02-05 12:11:00,6520.352,1592.531,20.244444444444444,8.8065,23.986111111111114,261.56,3.615,21.266666666666666,290.0,285.7,290.0,296.0,285.7,2021-02-06 13:40:00,2021-02-07 10:18:00,4.180472597765451,1576.605,6590.954,2.17095652173913,23.09130434782608,241.25317391304344,358.4,358.4,365.0,350.0,2021-02-07 00:00:00,2021-02-11 01:50:00,2021-02-11 02:50:00,88.0,263.0,21.1,789.0,2021-02-12 17:46:46,2021-02-13 13:21:00,6563.881,1599.432,20.440000000000005,8.836499999999997,23.71875,258.2865,3.7925,21.42375,251.0,245.5,248.2,251.0,245.5
T-A403,2021-02-05 00:00:00,2021-02-06 03:00:00,2021-02-06 04:00:00,24.0,250.0,21.3,790.1500000000001,2021-02-07 18:58:25,2021-02-08 15:12:00,6549.715,1594.035,20.805,8.59705,24.295,255.0735,3.6515,21.40875,294.0,279.7,294.0,294.0,279.7,2021-02-08 20:01:00,2021-02-09 16:43:00,4.119234750104248,1611.552,6638.361,2.3904782608695654,22.76739130434782,226.72691304347828,331.5,342.0,353.0,331.5,2021-02-09 00:00:00,2021-02-13 02:30:00,2021-02-13 03:30:00,82.0,240.0,20.6,789.0,2021-02-13 16:21:26,2021-02-14 11:50:00,6637.299,1633.846,20.40526315789474,8.706210526315788,24.03684210526316,260.1663157894737,3.61,21.394736842105264,269.0,285.0,281.5,316.0,269.0
T-A404,2021-02-06 00:00:00,2021-02-08 02:20:00,2021-02-08 03:20:00,42.0,272.0,21.1,789.1,2021-02-11 00:06:18,2021-02-11 13:02:00,4897.055,1587.23,20.069230769230767,8.85423076923077,23.80192307692308,257.6284615384615,3.8461538461538463,21.403846153846157,260.0,279.6,283.5,302.0,260.0,2021-02-11 20:53:00,2021-02-12 17:16:00,4.179906502390885,1590.415,6647.786,2.0556956521739136,22.638043478260872,232.56960869565225,343.5,347.8,352.0,321.0,2021-02-12 00:00:00,2021-02-12 03:10:00,2021-02-14 04:10:00,34.0,245.0,21.0,788.8,2021-02-15 18:19:40,2021-02-16 12:24:00,6638.231,1948.736,20.555555555555557,8.819666666666665,24.298611111111125,262.195,3.705555555555556,21.47083333333333,255.0,267.3,255.0,267.3,255.0
T-A402,2021-02-07 00:00:00,2021-02-11 01:50:00,2021-02-11 02:50:00,88.0,263.0,21.1,789.0,2021-02-12 17:46:46,2021-02-13 13:21:00,6563.881,1599.432,20.440000000000005,8.836499999999997,23.71875,258.2865,3.7925,21.42375,251.0,245.5,248.2,251.0,245.5,2021-02-14 18:01:00,2021-02-14 19:52:00,1.0721631325615937,6193.883,6640.853,3.4035,22.04375,194.07873500071508,355.0,355.0,355.0,355.0,2021-02-14 00:00:00,2021-02-16 02:00:00,2021-02-16 03:00:00,31.0,240.0,20.5,788.7,2021-02-21 18:13:06,2021-02-22 20:12:00,6518.228,1600.493,19.18947368421053,8.783263157894737,22.785526315789475,260.8342105263158,3.5915789473684208,21.540789473684203,291.0,263.1,263.1,291.0,246.0
T-A403,2021-02-09 00:00:00,2021-02-13 02:30:00,2021-02-13 03:30:00,82.0,240.0,20.6,789.0,2021-02-13 16:21:26,2021-02-14 11:50:00,6637.299,1633.846,20.40526315789474,8.706210526315788,24.03684210526316,260.1663157894737,3.61,21.394736842105264,269.0,285.0,281.5,316.0,269.0,2021-02-14 19:53:00,2021-02-15 16:04:00,4.010256379291605,1656.14,6641.546,2.0659130434782607,23.078260869565216,249.53234782608695,351.3,351.3,351.3,351.3,2021-02-15 00:00:00,2021-02-18 07:00:00,2021-02-18 07:30:00,63.0,245.0,20.8,788.8,2021-02-22 20:13:16,2021-02-23 15:20:00,6573.071,1676.842,19.457894736842103,8.862105263157895,23.244736842105265,259.5363157894737,3.751052631578948,21.43815789473684,291.0,274.6,291.0,291.0,274.6
